,yr_released,report_year,race_ethnicity,age_released,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,felony
6679,2011,2014,White,1,C Felony,Drug,Trafficking,Parole,3JD,1,1,0,True
6680,2011,2014,Hispanic,2,D Felony,Violent,Assault,Parole,unknown,0,1,0,True
6681,2011,2014,White,3,D Felony,Property,Burglary,Parole,6JD,1,1,0,True
6682,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
6683,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
6684,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
6685,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,5JD,0,1,1,True
6686,2011,2014,Black,1,B Felony,Other,Other Criminal,Parole,1JD,0,1,0,True
6687,2011,2014,White,1,C Felony,Property,Theft,Parole,1JD,1,1,0,True
6688,2011,2014,White,2,C Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6689,2011,2014,Black,4,D Felony,Violent,Other Violent,Parole,5JD,0,1,0,True
6690,2011,2014,White,2,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
6691,2011,2014,White,0,D Felony,Drug,Drug Possession,Parole,8JD,1,1,0,True
6692,2011,2014,White,3,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,2JD,1,0,0,False
6693,2011,2014,White,0,B Felony,Drug,Trafficking,Parole,5JD,0,1,0,True
6694,2011,2014,White,1,C Felony,Violent,Assault,Parole,1JD,0,1,1,True
6695,2011,2014,Black,1,C Felony,Drug,Trafficking,Parole,7JD,1,1,1,True
6696,2011,2014,Hispanic,2,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True
6697,2011,2014,Black,2,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6698,2011,2014,White,1,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,2JD,0,1,0,True
6699,2011,2014,Black,1,D Felony,Violent,Assault,Parole,Interstate Compact,1,0,0,True
6700,2011,2014,White,3,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,0,1,0,True
6701,2011,2014,White,3,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,0,1,0,True
6702,2011,2014,White,3,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,8JD,0,1,0,True
6703,2011,2014,White,1,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
6704,2011,2014,Black,2,C Felony,Violent,Sex,Parole,Interstate Compact,0,0,0,True
6705,2011,2014,Hispanic,1,D Felony,Public Order,OWI,Parole,5JD,1,1,0,True
6706,2011,2014,White,1,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,True
6707,2011,2014,White,2,D Felony,Property,Burglary,Parole,3JD,0,1,0,True
6708,2011,2014,White,2,Aggravated Misdemeanor,Public Order,Traffic,Parole,8JD,1,1,0,False
6709,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,1,False
6710,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,0,1,1,False
6711,2011,2014,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
6712,2011,2014,Hispanic,2,Aggravated Misdemeanor,Violent,Other Violent,Parole,1JD,0,1,1,False
6713,2011,2014,Black,0,Aggravated Misdemeanor,Violent,Assault,Parole,Interstate Compact,0,0,0,False
6714,2011,2014,White,0,C Felony,Property,Vandalism,Parole,3JD,0,1,0,True
6715,2011,2014,White,3,D Felony,Drug,Drug Possession,Parole,1JD,0,1,0,True
6716,2011,2014,White,3,D Felony,Drug,Drug Possession,Parole,1JD,0,1,0,True
6717,2011,2014,White,3,D Felony,Drug,Drug Possession,Parole,1JD,0,1,0,True
6718,2011,2014,White,3,D Felony,Violent,Sex,Special Sentence,6JD,0,1,0,True
6719,2011,2014,Hispanic,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
6720,2011,2014,White,4,D Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6721,2011,2014,Black,0,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,1JD,1,1,1,True
6722,2011,2014,Hispanic,3,D Felony,Public Order,Other Public Order,Special Sentence,8JD,1,1,0,True
6723,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6724,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6725,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6726,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6727,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6728,2011,2014,White,0,D Felony,Property,Burglary,Parole,2JD,0,1,0,True
6729,2011,2014,Black,2,D Felony,Violent,Other Violent,Parole,8JD,0,1,0,True
6730,2011,2014,White,0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0,True
6731,2011,2014,White,0,D Felony,Drug,Trafficking,Parole,2JD,0,1,0,True
6732,2011,2014,White,2,C Felony,Violent,Murder/Manslaughter,Parole,8JD,0,1,1,True
6733,2011,2014,White,2,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True
6734,2011,2014,White,2,D Felony,Public Order,OWI,Parole,1JD,0,1,0,True
6735,2011,2014,White,0,C Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6736,2011,2014,White,0,C Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6737,2011,2014,White,0,Aggravated Misdemeanor,Property,Theft,Parole,5JD,0,1,0,False
6738,2011,2014,White,1,C Felony,Violent,Robbery,Parole,8JD,0,1,0,True
6739,2011,2014,White,1,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,0,True
6740,2011,2014,White,0,D Felony,Property,Forgery/Fraud,Parole,3JD,1,1,1,True
6741,2011,2014,White,1,D Felony,Property,Forgery/Fraud,Parole,7JD,0,1,1,True
6742,2011,2014,White,1,D Felony,Property,Burglary,Parole,1JD,1,1,0,True
6743,2011,2014,Black,3,C Felony,Property,Theft,Parole,Interstate Compact,0,0,0,True
6744,2011,2014,White,1,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
6745,2011,2014,Black,3,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,unknown,1,0,1,True
6746,2011,2014,White,2,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6747,2011,2014,White,2,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6748,2011,2014,White,2,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6749,2011,2014,White,2,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6750,2011,2014,White,2,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6751,2011,2014,Black,3,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,1,1,0,True
6752,2011,2014,Hispanic,0,Aggravated Misdemeanor,Property,Theft,Parole,7JD,1,1,0,False
6753,2011,2014,White,3,D Felony,Property,Burglary,Parole,4JD,1,1,0,True
6754,2011,2014,White,0,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,3JD,0,1,0,False
6755,2011,2014,White,1,Aggravated Misdemeanor,Property,Theft,Parole,2JD,1,1,0,False
6756,2011,2014,Black,4,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6757,2011,2014,White,0,B Felony,Drug,Trafficking,Parole,1JD,0,1,0,True
6758,2011,2014,White,0,B Felony,Drug,Trafficking,Parole,1JD,0,1,0,True
6759,2011,2014,Black,1,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
6760,2011,2014,White,1,Aggravated Misdemeanor,Other,Other Criminal,Special Sentence,5JD,1,1,0,False
6761,2011,2014,Hispanic,1,C Felony,Violent,Sex,Special Sentence,Interstate Compact,0,0,0,True
6762,2011,2014,American Native,1,D Felony,Drug,Drug Possession,Parole,3JD,1,1,0,True
6763,2011,2014,White,2,B Felony,Drug,Trafficking,Parole,6JD,0,1,0,True
6764,2011,2014,White,1,D Felony,Property,Theft,Parole,3JD,0,1,0,True
6765,2011,2014,White,2,D Felony,Violent,Assault,Parole,Interstate Compact,0,0,0,True
6766,2011,2014,White,2,D Felony,Violent,Assault,Parole,Interstate Compact,0,0,0,True
6767,2011,2014,White,2,D Felony,Violent,Assault,Parole,Interstate Compact,0,0,0,True
6768,2011,2014,White,2,D Felony,Violent,Assault,Parole,Interstate Compact,0,0,0,True
6769,2011,2014,White,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
6770,2011,2014,White,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
6771,2011,2014,White,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
6772,2011,2014,White,0,C Felony,Property,Burglary,Discharged – End of Sentence,unknown,0,0,0,True
6773,2011,2014,White,2,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,1,0,1,True
6774,2011,2014,American Native,1,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,1,True
6775,2011,2014,Black,0,D Felony,Violent,Other Violent,Discharged – End of Sentence,unknown,0,0,1,True
6776,2011,2014,White,1,D Felony,Violent,Assault,Parole,5JD,1,1,0,True
6777,2011,2014,White,1,D Felony,Drug,Drug Possession,Parole,5JD,1,1,0,True
6778,2011,2014,Black,1,D Felony,Property,Forgery/Fraud,Parole,5JD,0,1,0,True
6779,2011,2014,White,0,D Felony,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,True
6780,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6781,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6782,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6783,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6784,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6785,2011,2014,Black,2,D Felony,Drug,Trafficking,Parole,7JD,0,1,0,True
6786,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6787,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6788,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6789,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6790,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6791,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6792,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6793,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6794,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6795,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6796,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6797,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6798,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6799,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6800,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6801,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6802,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6803,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,True
6804,2011,2014,White,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
6805,2011,2014,White,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
6806,2011,2014,White,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
6807,2011,2014,White,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
6808,2011,2014,White,2,D Felony,Property,Burglary,Parole,5JD,0,1,0,True
6809,2011,2014,White,1,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,False
6810,2011,2014,White,3,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,unknown,0,0,0,False
6811,2011,2014,Black,1,C Felony,Violent,Assault,Parole,2JD,0,1,0,True
6812,2011,2014,Black,1,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,1,1,0,False
6813,2011,2014,White,0,C Felony,Violent,Assault,Parole,5JD,1,1,0,True
6814,2011,2014,Black,2,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
6815,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
6816,2011,2014,White,1,Aggravated Misdemeanor,Other,Animals,Discharged – End of Sentence,unknown,0,0,0,False
6817,2011,2014,American Native,1,C Felony,Drug,Trafficking,Parole,3JD,0,1,1,True
6818,2011,2014,White,0,D Felony,Property,Theft,Discharged – End of Sentence,unknown,1,0,0,True
6819,2011,2014,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,True
6820,2011,2014,White,0,C Felony,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,True
6821,2011,2014,White,1,B Felony,Drug,Trafficking,Parole,6JD,0,1,0,True
6822,2011,2014,White,1,B Felony,Drug,Trafficking,Parole,6JD,0,1,0,True
6823,2011,2014,Hispanic,1,D Felony,Drug,Drug Possession,Parole,5JD,0,1,0,True
6824,2011,2014,White,0,B Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
6825,2011,2014,White,0,D Felony,Property,Theft,Parole,5JD,0,1,1,True
6826,2011,2014,Black,0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
6827,2011,2014,Black,0,D Felony,Violent,Assault,Parole,Interstate Compact,0,0,0,True
6828,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6829,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6830,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6831,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6832,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6833,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6834,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6835,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6836,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6837,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6838,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6839,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6840,2011,2014,White,3,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6841,2011,2014,White,3,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6842,2011,2014,Black,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
6843,2011,2014,White,0,Aggravated Misdemeanor,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,False
6844,2011,2014,Black,2,B Felony,Drug,Trafficking,Parole,3JD,1,1,1,True
6845,2011,2014,American Native,0,D Felony,Property,Vandalism,Parole,6JD,1,1,0,True
6846,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6847,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6848,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6849,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6850,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6851,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6852,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6853,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
6854,2011,2014,White,0,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
6855,2011,2014,Asian or Pacific Islander,2,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,True
6856,2011,2014,Black,0,C Felony,Property,Theft,Discharged – End of Sentence,unknown,0,0,1,True
6857,2011,2014,Black,0,D Felony,Drug,Other Drug,Discharged – End of Sentence,unknown,0,0,0,True
6858,2011,2014,White,2,D Felony,Drug,Trafficking,Parole,8JD,1,1,1,True
6859,2011,2014,White,1,D Felony,Public Order,Weapons,Parole,5JD,0,1,0,True
6860,2011,2014,White,1,D Felony,Public Order,Weapons,Parole,5JD,0,1,0,True
6861,2011,2014,White,1,D Felony,Public Order,Weapons,Parole,5JD,0,1,0,True
6862,2011,2014,White,1,D Felony,Public Order,Weapons,Parole,5JD,0,1,0,True
6863,2011,2014,Black,1,C Felony,Drug,Trafficking,Parole,7JD,1,1,0,True
6864,2011,2014,White,1,D Felony,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,True
6865,2011,2014,White,0,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,unknown,1,0,0,False
6866,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6867,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6868,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6869,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6870,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6871,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6872,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6873,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6874,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6875,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6876,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6877,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6878,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6879,2011,2014,White,3,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,0,0,0,False
6880,2011,2014,White,0,D Felony,Public Order,Other Public Order,Parole,1JD,0,0,0,True
6881,2011,2014,Black,1,B Felony,Violent,Other Violent,Parole,1JD,0,1,1,True
6882,2011,2014,White,0,Aggravated Misdemeanor,Drug,Drug Possession,Parole,2JD,0,1,0,False
6883,2011,2014,White,1,Aggravated Misdemeanor,Violent,Assault,Parole,2JD,1,1,0,False
6884,2011,2014,Hispanic,2,C Felony,Violent,Murder/Manslaughter,Parole,unknown,0,0,0,True
6885,2011,2014,Black,3,B Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
6886,2011,2014,White,4,B Felony,Drug,Trafficking,Parole,3JD,1,1,0,True
6887,2011,2014,White,2,C Felony,Property,Theft,Parole,7JD,0,1,1,True
6888,2011,2014,White,1,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6889,2011,2014,White,1,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6890,2011,2014,White,1,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6891,2011,2014,White,1,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6892,2011,2014,White,1,D Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6893,2011,2014,White,2,D Felony,Property,Theft,Parole,Interstate Compact,0,0,0,True
6894,2011,2014,White,2,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,0,1,0,True
6895,2011,2014,White,2,C Felony,Violent,Sex,Parole,1JD,0,1,0,True
6896,2011,2014,White,2,C Felony,Property,Burglary,Parole,2JD,1,1,0,True
6897,2011,2014,White,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,1,0,True
6898,2011,2014,White,3,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,0,1,0,True
6899,2011,2014,White,3,D Felony,Drug,Drug Possession,Parole,3JD,0,1,0,True
6900,2011,2014,Black,3,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,7JD,0,1,0,True
6901,2011,2014,Black,1,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,0,0,0,True
6902,2011,2014,White,2,B Felony,Drug,Trafficking,Parole,7JD,1,1,0,True
6903,2011,2014,Hispanic,1,C Felony,Drug,Trafficking,Parole,Interstate Compact,1,0,0,True
6904,2011,2014,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
6905,2011,2014,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
6906,2011,2014,White,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
6907,2011,2014,White,4,Felony - Enhancement to Original Penalty,Violent,Sex,Discharged – End of Sentence,unknown,0,0,0,True
6908,2011,2014,Black,1,C Felony,Drug,Trafficking,Parole,1JD,1,1,0,True
6909,2011,2014,White,2,D Felony,Public Order,OWI,Discharged – End of Sentence,unknown,1,0,0,True
6910,2011,2014,White,0,Aggravated Misdemeanor,Violent,Sex,Special Sentence,2JD,1,1,0,False
6911,2011,2014,White,3,C Felony,Property,Burglary,Parole,7JD,1,1,0,True
6912,2011,2014,White,0,D Felony,Public Order,Weapons,Parole,2JD,0,1,0,True
6913,2011,2014,White,2,C Felony,Drug,Trafficking,Parole,5JD,1,1,0,True
6914,2011,2014,White,2,C Felony,Drug,Trafficking,Parole,4JD,0,1,1,True
6915,2011,2014,American Native,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,1,1,0,True
6916,2011,2014,White,3,D Felony,Public Order,OWI,Parole,2JD,0,1,0,True
6917,2011,2014,White,0,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,unknown,1,0,0,False
6918,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6919,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6920,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6921,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6922,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6923,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6924,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6925,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6926,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6927,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6928,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6929,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6930,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6931,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6932,2011,2014,Black,1,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,0,True
6933,2011,2014,Black,1,D Felony,Public Order,Flight/Escape,Parole,Interstate Compact,0,0,0,True
6934,2011,2014,White,2,D Felony,Property,Theft,Parole,8JD,0,1,0,True
6935,2011,2014,White,2,D Felony,Property,Theft,Parole,8JD,0,1,0,True
6936,2011,2014,White,2,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,1,0,True
6937,2011,2014,White,2,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,1,0,True
6938,2011,2014,White,2,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,1,0,True
6939,2011,2014,White,2,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,0,1,0,True
6940,2011,2014,White,1,C Felony,Property,Burglary,Parole,7JD,1,1,0,True
6941,2011,2014,White,3,C Felony,Drug,Trafficking,Discharged – End of Sentence,unknown,0,0,1,True
6942,2011,2014,White,0,C Felony,Property,Burglary,Parole,1JD,0,1,0,True
6943,2011,2014,White,1,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6944,2011,2014,White,1,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6945,2011,2014,White,1,C Felony,Drug,Trafficking,Parole,Interstate Compact,0,0,0,True
6946,2011,2014,White,2,D Felony,Drug,Drug Possession,Parole,5JD,0,1,1,True
6947,2011,2014,White,2,D Felony,Drug,Drug Possession,Parole,5JD,0,1,1,True
6948,2011,2014,White,2,D Felony,Drug,Drug Possession,Parole,5JD,0,1,1,True
6949,2011,2014,White,1,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,1,0,0,True
6950,2011,2014,White,2,C Felony,Drug,Trafficking,Parole,7JD,1,1,0,True
6951,2011,2014,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,0,0,0,True
6952,2011,2014,White,2,Felony - Enhancement to Original Penalty,Other,Other Criminal,Parole,Interstate Compact,0,0,0,True
6953,2011,2014,Black,4,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,unknown,0,0,0,False
6954,2011,2014,Asian or Pacific Islander,1,D Felony,Property,Forgery/Fraud,Parole,6JD,0,1,1,True
6955,2011,2014,Black,3,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,unknown,1,0,0,False
6956,2011,2014,White,3,B Felony,Drug,Trafficking,Parole,2JD,1,1,0,True
6957,2011,2014,White,4,D Felony,Public Order,Other Public Order,Discharged – End of Sentence,unknown,0,0,0,True
